"Team","Conference","ID","Season"
"LMU (CA)","WCC",37803,"2013-14"
"LSU","SEC",37798,"2013-14"
"La Salle","Atlantic 10",37791,"2013-14"
"Lafayette","Patriot",37792,"2013-14"
"Lamar University","Southland",37793,"2013-14"
"Lehigh","Patriot",37794,"2013-14"
"Liberty","Big South",37795,"2013-14"
"Lipscomb","ASUN",38008,"2013-14"
"Little Rock","Sun Belt",37676,"2013-14"
"Long Beach St.","Big West",37699,"2013-14"
"Longwood","Big South",37797,"2013-14"
"Louisiana","Sun Belt",37932,"2013-14"
"Louisiana Tech","C-USA",37799,"2013-14"
"Louisville","AAC",37800,"2013-14"
"Loyola Chicago","MVC",37804,"2013-14"
"Loyola Maryland","Patriot",37802,"2013-14"
"Maine","America East",37805,"2013-14"
"Manhattan","MAAC",37806,"2013-14"
"Marist","MAAC",37807,"2013-14"
"Marquette","Big East",37808,"2013-14"
"Marshall","C-USA",37809,"2013-14"
"Maryland","ACC",37811,"2013-14"
"Massachusetts","Atlantic 10",37813,"2013-14"
"McNeese","Southland",37814,"2013-14"
"Memphis","AAC",37815,"2013-14"
"Mercer","ASUN",37816,"2013-14"
"Miami (FL)","ACC",37818,"2013-14"
"Miami (OH)","MAC",37817,"2013-14"
"Michigan","Big Ten",37820,"2013-14"
"Michigan St.","Big Ten",37819,"2013-14"
"Middle Tenn.","C-USA",37821,"2013-14"
"Milwaukee","Horizon",37984,"2013-14"
"Minnesota","Big Ten",37822,"2013-14"
"Mississippi St.","SEC",37823,"2013-14"
"Mississippi Val.","SWAC",37824,"2013-14"
"Missouri","SEC",37826,"2013-14"
"Missouri St.","MVC",37930,"2013-14"
"Monmouth","MAAC",37827,"2013-14"
"Montana","Big Sky",37829,"2013-14"
"Montana St.","Big Sky",37828,"2013-14"
"Morehead St.","OVC",37830,"2013-14"
"Morgan St.","MEAC",37831,"2013-14"
"Mount St. Mary's","NEC",37832,"2013-14"
"Murray St.","OVC",37833,"2013-14"
"N.C. A&T","MEAC",37851,"2013-14"
"N.C. Central","MEAC",37852,"2013-14"
"NC State","ACC",37853,"2013-14"
"NJIT","-",37844,"2013-14"
"Navy","Patriot",37959,"2013-14"
"Nebraska","Big Ten",37839,"2013-14"
"Nevada","Mountain West",37842,"2013-14"
"New Hampshire","America East",37843,"2013-14"
"New Mexico","Mountain West",37846,"2013-14"
"New Mexico St.","WAC",37845,"2013-14"
"New Orleans","Southland",37847,"2013-14"
"Niagara","MAAC",37848,"2013-14"
"Nicholls","Southland",37849,"2013-14"
"Norfolk St.","MEAC",37850,"2013-14"
"North Carolina","ACC",37835,"2013-14"
"North Dakota","Big Sky",37855,"2013-14"
"North Dakota St.","Summit League",37854,"2013-14"
"North Florida","ASUN",38001,"2013-14"
"North Texas","C-USA",37856,"2013-14"
"Northeastern","CAA",37858,"2013-14"
"Northern Ariz.","Big Sky",37859,"2013-14"
"Northern Colo.","Big Sky",37860,"2013-14"
"Northern Ill.","MAC",37861,"2013-14"
"Northern Ky.","ASUN",37863,"2013-14"
"Northwestern","Big Ten",37865,"2013-14"
"Northwestern St.","Southland",37864,"2013-14"
"Notre Dame","ACC",37866,"2013-14"
"Oakland","Horizon",37867,"2013-14"
"Ohio","MAC",37869,"2013-14"
"Ohio St.","Big Ten",37868,"2013-14"
"Oklahoma","Big 12",37871,"2013-14"
"Oklahoma St.","Big 12",37870,"2013-14"
"Old Dominion","C-USA",37872,"2013-14"
"Ole Miss","SEC",37825,"2013-14"
"Omaha","Summit League",37840,"2013-14"
"Oral Roberts","Southland",37873,"2013-14"
"Oregon","Pac-12",37875,"2013-14"
"Oregon St.","Pac-12",37874,"2013-14"
"Pacific","WCC",37876,"2013-14"
"Penn","Ivy League",37879,"2013-14"
"Penn St.","Big Ten",37878,"2013-14"
"Pepperdine","WCC",37880,"2013-14"
"Pittsburgh","ACC",37881,"2013-14"
"Portland","WCC",37883,"2013-14"
"Portland St.","Big Sky",37882,"2013-14"
"Prairie View","SWAC",37884,"2013-14"
"Presbyterian","Big South",37996,"2013-14"
"Princeton","Ivy League",37885,"2013-14"
"Providence","Big East",37886,"2013-14"
"Purdue","Big Ten",37887,"2013-14"
"Purdue Fort Wayne","Summit League",37779,"2013-14"
"Quinnipiac","MAAC",37888,"2013-14"
"Radford","Big South",37889,"2013-14"
"Rhode Island","Atlantic 10",37890,"2013-14"
"Rice","C-USA",37891,"2013-14"
"Richmond","Atlantic 10",37892,"2013-14"
"Rider","MAAC",37893,"2013-14"
"Robert Morris","NEC",37894,"2013-14"
"Rutgers","AAC",37895,"2013-14"
"SFA","Southland",37934,"2013-14"
"SIUE","OVC",37925,"2013-14"
"SMU","AAC",37926,"2013-14"
"Sacramento St.","Big Sky",37701,"2013-14"
"Sacred Heart","NEC",37896,"2013-14"
"Saint Francis (PA)","NEC",37899,"2013-14"
"Saint Joseph's","Atlantic 10",37901,"2013-14"
"Saint Louis","Atlantic 10",37902,"2013-14"
"Saint Mary's (CA)","WCC",37903,"2013-14"
"Saint Peter's","MAAC",37904,"2013-14"
"Sam Houston","Southland",37905,"2013-14"
"Samford","SoCon",37906,"2013-14"
"San Diego","WCC",37908,"2013-14"
"San Diego St.","Mountain West",37907,"2013-14"
"San Francisco","WCC",37909,"2013-14"
"San Jose St.","Mountain West",37910,"2013-14"
"Santa Clara","WCC",37911,"2013-14"
"Savannah St.","MEAC",37912,"2013-14"
"Seattle U","WAC",37997,"2013-14"
"Seton Hall","Big East",37913,"2013-14"
"Siena","MAAC",37914,"2013-14"
"South Alabama","Sun Belt",37915,"2013-14"
"South Carolina","SEC",37917,"2013-14"
"South Carolina St.","MEAC",37916,"2013-14"
"South Dakota","Summit League",37919,"2013-14"
"South Dakota St.","Summit League",37918,"2013-14"
"South Fla.","AAC",37920,"2013-14"
"Southeast Mo. St.","OVC",37921,"2013-14"
"Southeastern La.","Southland",37922,"2013-14"
"Southern California","Pac-12",37923,"2013-14"
"Southern Ill.","MVC",37924,"2013-14"
"Southern Miss.","C-USA",37927,"2013-14"
"Southern U.","SWAC",37928,"2013-14"
"Southern Utah","Big Sky",37929,"2013-14"
"St. Bonaventure","Atlantic 10",37897,"2013-14"
"St. Francis Brooklyn","NEC",37898,"2013-14"
"St. John's (NY)","Big East",37900,"2013-14"
"Stanford","Pac-12",37933,"2013-14"
"Stetson","ASUN",37935,"2013-14"
"Stony Brook","America East",37936,"2013-14"
"Syracuse","ACC",37937,"2013-14"
"TCU","Big 12",37945,"2013-14"
"Temple","AAC",37938,"2013-14"
"Tennessee","SEC",37942,"2013-14"
"Tennessee St.","OVC",37939,"2013-14"
"Tennessee Tech","OVC",37940,"2013-14"
"Texas","Big 12",37949,"2013-14"
"Texas A&M","SEC",37944,"2013-14"
"Texas Southern","SWAC",37946,"2013-14"
"Texas St.","Sun Belt",37931,"2013-14"
"Texas Tech","Big 12",37947,"2013-14"
"Toledo","MAC",37952,"2013-14"
"Towson","CAA",37953,"2013-14"
"Troy","Sun Belt",37954,"2013-14"
"Tulane","C-USA",37955,"2013-14"
"Tulsa","C-USA",37956,"2013-14"
"UAB","C-USA",37667,"2013-14"
"UC Davis","Big West",37704,"2013-14"
"UC Irvine","Big West",37705,"2013-14"
"UC Riverside","Big West",37707,"2013-14"
"UC Santa Barbara","Big West",37702,"2013-14"
"UCF","AAC",37711,"2013-14"
"UCLA","Pac-12",37706,"2013-14"
"UConn","AAC",37722,"2013-14"
"UIC","Horizon",37776,"2013-14"
"UIW","Southland",38002,"2013-14"
"ULM","Sun Belt",37857,"2013-14"
"UMBC","America East",37810,"2013-14"
"UMES","MEAC",37812,"2013-14"
"UMass Lowell","America East",37801,"2013-14"
"UNC Asheville","Big South",37834,"2013-14"
"UNC Greensboro","SoCon",37837,"2013-14"
"UNCW","CAA",37838,"2013-14"
"UNI","MVC",37862,"2013-14"
"UNLV","Mountain West",37841,"2013-14"
"USC Upstate","ASUN",38004,"2013-14"
"UT Arlington","Sun Belt",37948,"2013-14"
"UT Martin","OVC",37943,"2013-14"
"UTEP","C-USA",37950,"2013-14"
"UTRGV","WAC",37877,"2013-14"
"UTSA","C-USA",37951,"2013-14"
"Utah","Pac-12",37961,"2013-14"
"Utah St.","Mountain West",37960,"2013-14"
"Utah Valley","WAC",38010,"2013-14"
"VCU","Atlantic 10",37966,"2013-14"
"Valparaiso","Horizon",37962,"2013-14"
"Vanderbilt","SEC",37963,"2013-14"
"Vermont","America East",37964,"2013-14"
"Villanova","Big East",37965,"2013-14"
"Virginia","ACC",37968,"2013-14"
"Virginia Tech","ACC",37967,"2013-14"
"Wagner","NEC",37969,"2013-14"
"Wake Forest","ACC",37970,"2013-14"
"Washington","Pac-12",37972,"2013-14"
"Washington St.","Pac-12",37971,"2013-14"
"Weber St.","Big Sky",37973,"2013-14"
"West Virginia","Big 12",37974,"2013-14"
"Western Caro.","SoCon",37975,"2013-14"
"Western Ill.","Summit League",37976,"2013-14"
"Western Ky.","Sun Belt",37977,"2013-14"
"Western Mich.","MAC",37978,"2013-14"
"Wichita St.","MVC",37979,"2013-14"
"William & Mary","CAA",37980,"2013-14"
"Winthrop","Big South",37981,"2013-14"
"Wisconsin","Big Ten",37983,"2013-14"
"Wofford","SoCon",38003,"2013-14"
"Wright St.","Horizon",37985,"2013-14"
"Wyoming","Mountain West",37986,"2013-14"
"Xavier","Big East",37987,"2013-14"
"Yale","Ivy League",37988,"2013-14"
"Youngstown St.","Horizon",37989,"2013-14"
"A&M-Corpus Christi","Southland",16938,"2014-15"
"Abilene Christian","Southland",16593,"2014-15"
"Air Force","Mountain West",16888,"2014-15"
"Akron","MAC",16594,"2014-15"
"Alabama","SEC",16597,"2014-15"
"Alabama A&M","SWAC",16595,"2014-15"
"Alabama St.","SWAC",16596,"2014-15"
"Albany (NY)","America East",16599,"2014-15"
"Alcorn","SWAC",16600,"2014-15"
"American","Patriot",16601,"2014-15"
"App State","Sun Belt",16602,"2014-15"
"Arizona","Pac-12",16604,"2014-15"
"Arizona St.","Pac-12",16603,"2014-15"
"Ark.-Pine Bluff","SWAC",16929,"2014-15"
"Arkansas","SEC",16606,"2014-15"
"Arkansas St.","Sun Belt",16605,"2014-15"
"Army West Point","Patriot",16889,"2014-15"
"Auburn","SEC",16608,"2014-15"
"Austin Peay","OVC",16609,"2014-15"
"BYU","WCC",16620,"2014-15"
"Ball St.","MAC",16610,"2014-15"
"Baylor","Big 12",16612,"2014-15"
"Belmont","OVC",16936,"2014-15"
"Bethune-Cookman","MEAC",16613,"2014-15"
"Binghamton","America East",16614,"2014-15"
"Boise St.","Mountain West",16615,"2014-15"
"Boston College","ACC",16616,"2014-15"
"Boston U.","Patriot",16617,"2014-15"
"Bowling Green","MAC",16618,"2014-15"
"Bradley","MVC",16619,"2014-15"
"Brown","Ivy League",16621,"2014-15"
"Bryant","NEC",16622,"2014-15"
"Bucknell","Patriot",16623,"2014-15"
"Buffalo","MAC",16624,"2014-15"
"Butler","Big East",16625,"2014-15"
"CSU Bakersfield","WAC",16627,"2014-15"
"CSUN","Big West",16631,"2014-15"
"Cal Poly","Big West",16626,"2014-15"
"Cal St. Fullerton","Big West",16629,"2014-15"
"California","Pac-12",16634,"2014-15"
"Campbell","Big South",16639,"2014-15"
"Canisius","MAAC",16640,"2014-15"
"Central Ark.","Southland",16921,"2014-15"
"Central Conn. St.","NEC",16641,"2014-15"
"Central Mich.","MAC",16643,"2014-15"
"Charleston So.","Big South",16611,"2014-15"
"Charlotte","C-USA",16767,"2014-15"
"Chattanooga","SoCon",16872,"2014-15"
"Chicago St.","WAC",16644,"2014-15"
"Cincinnati","AAC",16645,"2014-15"
"Clemson","ACC",16646,"2014-15"
"Cleveland St.","Horizon",16647,"2014-15"
"Coastal Carolina","Big South",16648,"2014-15"
"Col. of Charleston","CAA",16922,"2014-15"
"Colgate","Patriot",16649,"2014-15"
"Colorado","Pac-12",16651,"2014-15"
"Colorado St.","Mountain West",16650,"2014-15"
"Columbia","Ivy League",16652,"2014-15"
"Coppin St.","MEAC",16654,"2014-15"
"Cornell","Ivy League",16655,"2014-15"
"Creighton","Big East",16656,"2014-15"
"Dartmouth","Ivy League",16657,"2014-15"
"Davidson","Atlantic 10",16658,"2014-15"
"Dayton","Atlantic 10",16659,"2014-15"
"DePaul","Big East",16660,"2014-15"
"Delaware","CAA",16662,"2014-15"
"Delaware St.","MEAC",16661,"2014-15"
"Denver","Summit League",16663,"2014-15"
"Detroit Mercy","Horizon",16664,"2014-15"
"Drake","MVC",16665,"2014-15"
"Drexel","CAA",16666,"2014-15"
"Duke","ACC",16667,"2014-15"
"Duquesne","Atlantic 10",16668,"2014-15"
"ETSU","SoCon",16670,"2014-15"
"East Carolina","AAC",16669,"2014-15"
"Eastern Ill.","OVC",16671,"2014-15"
"Eastern Ky.","OVC",16672,"2014-15"
"Eastern Mich.","MAC",16673,"2014-15"
"Eastern Wash.","Big Sky",16674,"2014-15"
"Elon","CAA",16923,"2014-15"
"Evansville","MVC",16675,"2014-15"
"FGCU","ASUN",16940,"2014-15"
"FIU","C-USA",16680,"2014-15"
"Fairfield","MAAC",16676,"2014-15"
"Fairleigh Dickinson","NEC",16677,"2014-15"
"Fla. Atlantic","C-USA",16679,"2014-15"
"Florida","SEC",16682,"2014-15"
"Florida A&M","MEAC",16678,"2014-15"
"Florida St.","ACC",16681,"2014-15"
"Fordham","Atlantic 10",16683,"2014-15"
"Fresno St.","Mountain West",16628,"2014-15"
"Furman","SoCon",16684,"2014-15"
"Ga. Southern","Sun Belt",16688,"2014-15"
"Gardner-Webb","Big South",16924,"2014-15"
"George Mason","Atlantic 10",16685,"2014-15"
"George Washington","Atlantic 10",16686,"2014-15"
"Georgetown","Big East",16687,"2014-15"
"Georgia","SEC",16691,"2014-15"
"Georgia St.","Sun Belt",16689,"2014-15"
"Georgia Tech","ACC",16690,"2014-15"
"Gonzaga","WCC",16692,"2014-15"
"Grambling","SWAC",16693,"2014-15"
"Grand Canyon","WAC",16925,"2014-15"
"Green Bay","Horizon",16913,"2014-15"
"Hampton","MEAC",16694,"2014-15"
"Hartford","America East",16695,"2014-15"
"Harvard","Ivy League",16696,"2014-15"
"Hawaii","Big West",16697,"2014-15"
"High Point","Big South",16937,"2014-15"
"Hofstra","CAA",16698,"2014-15"
"Holy Cross","Patriot",16699,"2014-15"
"Houston","AAC",16701,"2014-15"
"Houston Baptist","Southland",16700,"2014-15"
"Howard","MEAC",16702,"2014-15"
"IUPUI","Summit League",16930,"2014-15"
"Idaho","Big Sky",16704,"2014-15"
"Idaho St.","Big Sky",16703,"2014-15"
"Illinois","Big Ten",16706,"2014-15"
"Illinois St.","MVC",16705,"2014-15"
"Indiana","Big Ten",16709,"2014-15"
"Indiana St.","MVC",16708,"2014-15"
"Iona","MAAC",16711,"2014-15"
"Iowa","Big Ten",16713,"2014-15"
"Iowa St.","Big 12",16712,"2014-15"
"Jackson St.","SWAC",16714,"2014-15"
"Jacksonville","ASUN",16716,"2014-15"
"Jacksonville St.","OVC",16715,"2014-15"
"James Madison","CAA",16717,"2014-15"
"Kansas","Big 12",16719,"2014-15"
"Kansas City","WAC",16931,"2014-15"
"Kansas St.","Big 12",16718,"2014-15"
"Kennesaw St.","ASUN",16926,"2014-15"
"Kent St.","MAC",16720,"2014-15"
"Kentucky","SEC",16721,"2014-15"
"LIU","NEC",16727,"2014-15"
"LMU (CA)","WCC",16734,"2014-15"
"LSU","SEC",16729,"2014-15"
"La Salle","Atlantic 10",16722,"2014-15"
"Lafayette","Patriot",16723,"2014-15"
"Lamar University","Southland",16724,"2014-15"
"Lehigh","Patriot",16725,"2014-15"
"Liberty","Big South",16726,"2014-15"
"Lipscomb","ASUN",16939,"2014-15"
"Little Rock","Sun Belt",16607,"2014-15"
"Long Beach St.","Big West",16630,"2014-15"
"Longwood","Big South",16728,"2014-15"
"Louisiana","Sun Belt",16863,"2014-15"
"Louisiana Tech","C-USA",16730,"2014-15"
"Louisville","ACC",16731,"2014-15"
"Loyola Chicago","MVC",16735,"2014-15"
"Loyola Maryland","Patriot",16733,"2014-15"
"Maine","America East",16736,"2014-15"
"Manhattan","MAAC",16737,"2014-15"
"Marist","MAAC",16738,"2014-15"
"Marquette","Big East",16739,"2014-15"
"Marshall","C-USA",16740,"2014-15"
"Maryland","Big Ten",16742,"2014-15"
"Massachusetts","Atlantic 10",16744,"2014-15"
"McNeese","Southland",16745,"2014-15"
"Memphis","AAC",16746,"2014-15"
"Mercer","SoCon",16747,"2014-15"
"Miami (FL)","ACC",16749,"2014-15"
"Miami (OH)","MAC",16748,"2014-15"
"Michigan","Big Ten",16751,"2014-15"
"Michigan St.","Big Ten",16750,"2014-15"
"Middle Tenn.","C-USA",16752,"2014-15"
"Milwaukee","Horizon",16915,"2014-15"
"Minnesota","Big Ten",16753,"2014-15"
"Mississippi St.","SEC",16754,"2014-15"
"Mississippi Val.","SWAC",16755,"2014-15"
"Missouri","SEC",16757,"2014-15"
"Missouri St.","MVC",16861,"2014-15"
"Monmouth","MAAC",16758,"2014-15"
"Montana","Big Sky",16760,"2014-15"
"Montana St.","Big Sky",16759,"2014-15"
"Morehead St.","OVC",16761,"2014-15"
"Morgan St.","MEAC",16762,"2014-15"
"Mount St. Mary's","NEC",16763,"2014-15"
"Murray St.","OVC",16764,"2014-15"
"N.C. A&T","MEAC",16782,"2014-15"
"N.C. Central","MEAC",16783,"2014-15"
"NC State","ACC",16784,"2014-15"
"NJIT","-",16775,"2014-15"
"Navy","Patriot",16890,"2014-15"
"Nebraska","Big Ten",16770,"2014-15"
"Nevada","Mountain West",16773,"2014-15"
"New Hampshire","America East",16774,"2014-15"
"New Mexico","Mountain West",16777,"2014-15"
"New Mexico St.","WAC",16776,"2014-15"
"New Orleans","Southland",16778,"2014-15"
"Niagara","MAAC",16779,"2014-15"
"Nicholls","Southland",16780,"2014-15"
"Norfolk St.","MEAC",16781,"2014-15"
"North Carolina","ACC",16766,"2014-15"
"North Dakota","Big Sky",16786,"2014-15"
"North Dakota St.","Summit League",16785,"2014-15"
"North Florida","ASUN",16932,"2014-15"
"North Texas","C-USA",16787,"2014-15"
"Northeastern","CAA",16789,"2014-15"
"Northern Ariz.","Big Sky",16790,"2014-15"
"Northern Colo.","Big Sky",16791,"2014-15"
"Northern Ill.","MAC",16792,"2014-15"
"Northern Ky.","ASUN",16794,"2014-15"
"Northwestern","Big Ten",16796,"2014-15"
"Northwestern St.","Southland",16795,"2014-15"
"Notre Dame","ACC",16797,"2014-15"
"Oakland","Horizon",16798,"2014-15"
"Ohio","MAC",16800,"2014-15"
"Ohio St.","Big Ten",16799,"2014-15"
"Oklahoma","Big 12",16802,"2014-15"
"Oklahoma St.","Big 12",16801,"2014-15"
"Old Dominion","C-USA",16803,"2014-15"
"Ole Miss","SEC",16756,"2014-15"
"Omaha","Summit League",16771,"2014-15"
"Oral Roberts","Summit League",16804,"2014-15"
"Oregon","Pac-12",16806,"2014-15"
"Oregon St.","Pac-12",16805,"2014-15"
"Pacific","WCC",16807,"2014-15"
"Penn","Ivy League",16810,"2014-15"
"Penn St.","Big Ten",16809,"2014-15"
"Pepperdine","WCC",16811,"2014-15"
"Pittsburgh","ACC",16812,"2014-15"
"Portland","WCC",16814,"2014-15"
"Portland St.","Big Sky",16813,"2014-15"
"Prairie View","SWAC",16815,"2014-15"
"Presbyterian","Big South",16927,"2014-15"
"Princeton","Ivy League",16816,"2014-15"
"Providence","Big East",16817,"2014-15"
"Purdue","Big Ten",16818,"2014-15"
"Purdue Fort Wayne","Summit League",16710,"2014-15"
"Quinnipiac","MAAC",16819,"2014-15"
"Radford","Big South",16820,"2014-15"
"Rhode Island","Atlantic 10",16821,"2014-15"
"Rice","C-USA",16822,"2014-15"
"Richmond","Atlantic 10",16823,"2014-15"
"Rider","MAAC",16824,"2014-15"
"Robert Morris","NEC",16825,"2014-15"
"Rutgers","Big Ten",16826,"2014-15"
"SFA","Southland",16865,"2014-15"
"SIUE","OVC",16856,"2014-15"
"SMU","AAC",16857,"2014-15"
"Sacramento St.","Big Sky",16632,"2014-15"
"Sacred Heart","NEC",16827,"2014-15"
"Saint Francis (PA)","NEC",16830,"2014-15"
"Saint Joseph's","Atlantic 10",16832,"2014-15"
"Saint Louis","Atlantic 10",16833,"2014-15"
"Saint Mary's (CA)","WCC",16834,"2014-15"
"Saint Peter's","MAAC",16835,"2014-15"
"Sam Houston","Southland",16836,"2014-15"
"Samford","SoCon",16837,"2014-15"
"San Diego","WCC",16839,"2014-15"
"San Diego St.","Mountain West",16838,"2014-15"
"San Francisco","WCC",16840,"2014-15"
"San Jose St.","Mountain West",16841,"2014-15"
"Santa Clara","WCC",16842,"2014-15"
"Savannah St.","MEAC",16843,"2014-15"
"Seattle U","WAC",16928,"2014-15"
"Seton Hall","Big East",16844,"2014-15"
"Siena","MAAC",16845,"2014-15"
"South Alabama","Sun Belt",16846,"2014-15"
"South Carolina","SEC",16848,"2014-15"
"South Carolina St.","MEAC",16847,"2014-15"
"South Dakota","Summit League",16850,"2014-15"
"South Dakota St.","Summit League",16849,"2014-15"
"South Fla.","AAC",16851,"2014-15"
"Southeast Mo. St.","OVC",16852,"2014-15"
"Southeastern La.","Southland",16853,"2014-15"
"Southern California","Pac-12",16854,"2014-15"
"Southern Ill.","MVC",16855,"2014-15"
"Southern Miss.","C-USA",16858,"2014-15"
"Southern U.","SWAC",16859,"2014-15"
"Southern Utah","Big Sky",16860,"2014-15"
"St. Bonaventure","Atlantic 10",16828,"2014-15"
"St. Francis Brooklyn","NEC",16829,"2014-15"
"St. John's (NY)","Big East",16831,"2014-15"
"Stanford","Pac-12",16864,"2014-15"
"Stetson","ASUN",16866,"2014-15"
"Stony Brook","America East",16867,"2014-15"
"Syracuse","ACC",16868,"2014-15"
"TCU","Big 12",16876,"2014-15"
"Temple","AAC",16869,"2014-15"
"Tennessee","SEC",16873,"2014-15"
"Tennessee St.","OVC",16870,"2014-15"
"Tennessee Tech","OVC",16871,"2014-15"
"Texas","Big 12",16880,"2014-15"
"Texas A&M","SEC",16875,"2014-15"
"Texas Southern","SWAC",16877,"2014-15"
"Texas St.","Sun Belt",16862,"2014-15"
"Texas Tech","Big 12",16878,"2014-15"
"Toledo","MAC",16883,"2014-15"
"Towson","CAA",16884,"2014-15"
"Troy","Sun Belt",16885,"2014-15"
"Tulane","AAC",16886,"2014-15"
"Tulsa","AAC",16887,"2014-15"
"UAB","C-USA",16598,"2014-15"
"UC Davis","Big West",16635,"2014-15"
"UC Irvine","Big West",16636,"2014-15"
"UC Riverside","Big West",16638,"2014-15"
"UC Santa Barbara","Big West",16633,"2014-15"
"UCF","AAC",16642,"2014-15"
"UCLA","Pac-12",16637,"2014-15"
"UConn","AAC",16653,"2014-15"
"UIC","Horizon",16707,"2014-15"
"UIW","Southland",16933,"2014-15"
"ULM","Sun Belt",16788,"2014-15"
"UMBC","America East",16741,"2014-15"
"UMES","MEAC",16743,"2014-15"
"UMass Lowell","America East",16732,"2014-15"
"UNC Asheville","Big South",16765,"2014-15"
"UNC Greensboro","SoCon",16768,"2014-15"
"UNCW","CAA",16769,"2014-15"
"UNI","MVC",16793,"2014-15"
"UNLV","Mountain West",16772,"2014-15"
"USC Upstate","ASUN",16935,"2014-15"
"UT Arlington","Sun Belt",16879,"2014-15"
"UT Martin","OVC",16874,"2014-15"
"UTEP","C-USA",16881,"2014-15"
"UTRGV","WAC",16808,"2014-15"
"UTSA","C-USA",16882,"2014-15"
"Utah","Pac-12",16892,"2014-15"
"Utah St.","Mountain West",16891,"2014-15"
"Utah Valley","WAC",16941,"2014-15"
"VCU","Atlantic 10",16897,"2014-15"
"Valparaiso","Horizon",16893,"2014-15"
"Vanderbilt","SEC",16894,"2014-15"
"Vermont","America East",16895,"2014-15"
"Villanova","Big East",16896,"2014-15"
"Virginia","ACC",16899,"2014-15"
"Virginia Tech","ACC",16898,"2014-15"
"Wagner","NEC",16900,"2014-15"
"Wake Forest","ACC",16901,"2014-15"
"Washington","Pac-12",16903,"2014-15"
"Washington St.","Pac-12",16902,"2014-15"
"Weber St.","Big Sky",16904,"2014-15"
"West Virginia","Big 12",16905,"2014-15"
"Western Caro.","SoCon",16906,"2014-15"
"Western Ill.","Summit League",16907,"2014-15"
"Western Ky.","C-USA",16908,"2014-15"
"Western Mich.","MAC",16909,"2014-15"
"Wichita St.","MVC",16910,"2014-15"
"William & Mary","CAA",16911,"2014-15"
"Winthrop","Big South",16912,"2014-15"
"Wisconsin","Big Ten",16914,"2014-15"
"Wofford","SoCon",16934,"2014-15"
"Wright St.","Horizon",16916,"2014-15"
"Wyoming","Mountain West",16917,"2014-15"
"Xavier","Big East",16918,"2014-15"
"Yale","Ivy League",16919,"2014-15"
"Youngstown St.","Horizon",16920,"2014-15"
"A&M-Corpus Christi","Southland",23167,"2015-16"
"Abilene Christian","Southland",22822,"2015-16"
"Air Force","Mountain West",23117,"2015-16"
"Akron","MAC",22823,"2015-16"
"Alabama","SEC",22826,"2015-16"
"Alabama A&M","SWAC",22824,"2015-16"
"Alabama St.","SWAC",22825,"2015-16"
"Albany (NY)","America East",22828,"2015-16"
"Alcorn","SWAC",22829,"2015-16"
"American","Patriot",22830,"2015-16"
"App State","Sun Belt",22831,"2015-16"
"Arizona","Pac-12",22833,"2015-16"
"Arizona St.","Pac-12",22832,"2015-16"
"Ark.-Pine Bluff","SWAC",23158,"2015-16"
"Arkansas","SEC",22835,"2015-16"
"Arkansas St.","Sun Belt",22834,"2015-16"
"Army West Point","Patriot",23118,"2015-16"
"Auburn","SEC",22837,"2015-16"
"Austin Peay","OVC",22838,"2015-16"
"BYU","WCC",22849,"2015-16"
"Ball St.","MAC",22839,"2015-16"
"Baylor","Big 12",22841,"2015-16"
"Belmont","OVC",23165,"2015-16"
"Bethune-Cookman","MEAC",22842,"2015-16"
"Binghamton","America East",22843,"2015-16"
"Boise St.","Mountain West",22844,"2015-16"
"Boston College","ACC",22845,"2015-16"
"Boston U.","Patriot",22846,"2015-16"
"Bowling Green","MAC",22847,"2015-16"
"Bradley","MVC",22848,"2015-16"
"Brown","Ivy League",22850,"2015-16"
"Bryant","NEC",22851,"2015-16"
"Bucknell","Patriot",22852,"2015-16"
"Buffalo","MAC",22853,"2015-16"
"Butler","Big East",22854,"2015-16"
"CSU Bakersfield","WAC",22856,"2015-16"
"CSUN","Big West",22860,"2015-16"
"Cal Poly","Big West",22855,"2015-16"
"Cal St. Fullerton","Big West",22858,"2015-16"
"California","Pac-12",22863,"2015-16"
"Campbell","Big South",22868,"2015-16"
"Canisius","MAAC",22869,"2015-16"
"Central Ark.","Southland",23150,"2015-16"
"Central Conn. St.","NEC",22870,"2015-16"
"Central Mich.","MAC",22872,"2015-16"
"Charleston So.","Big South",22840,"2015-16"
"Charlotte","C-USA",22996,"2015-16"
"Chattanooga","SoCon",23101,"2015-16"
"Chicago St.","WAC",22873,"2015-16"
"Cincinnati","AAC",22874,"2015-16"
"Clemson","ACC",22875,"2015-16"
"Cleveland St.","Horizon",22876,"2015-16"
"Coastal Carolina","Big South",22877,"2015-16"
"Col. of Charleston","CAA",23151,"2015-16"
"Colgate","Patriot",22878,"2015-16"
"Colorado","Pac-12",22880,"2015-16"
"Colorado St.","Mountain West",22879,"2015-16"
"Columbia","Ivy League",22881,"2015-16"
"Coppin St.","MEAC",22883,"2015-16"
"Cornell","Ivy League",22884,"2015-16"
"Creighton","Big East",22885,"2015-16"
"Dartmouth","Ivy League",22886,"2015-16"
"Davidson","Atlantic 10",22887,"2015-16"
"Dayton","Atlantic 10",22888,"2015-16"
"DePaul","Big East",22889,"2015-16"
"Delaware","CAA",22891,"2015-16"
"Delaware St.","MEAC",22890,"2015-16"
"Denver","Summit League",22892,"2015-16"
"Detroit Mercy","Horizon",22893,"2015-16"
