"Team","Conference","ID","Season"
"Delaware","CAA",542217,"2022-23"
"Delaware St.","MEAC",542215,"2022-23"
"Denver","Summit League",542218,"2022-23"
"Detroit Mercy","Horizon",542220,"2022-23"
"Drake","MVC",542221,"2022-23"
"Drexel","CAA",542224,"2022-23"
"Duke","ACC",542226,"2022-23"
"Duquesne","Atlantic 10",542228,"2022-23"
"ETSU","SoCon",542231,"2022-23"
"East Carolina","AAC",542229,"2022-23"
"Eastern Ill.","OVC",542233,"2022-23"
"Eastern Ky.","ASUN",542238,"2022-23"
"Eastern Mich.","MAC",542241,"2022-23"
"Eastern Wash.","Big Sky",542243,"2022-23"
"Elon","CAA",542777,"2022-23"
"Evansville","MVC",542245,"2022-23"
"FGCU","ASUN",542812,"2022-23"
"FIU","C-USA",542256,"2022-23"
"Fairfield","MAAC",542247,"2022-23"
"Fairleigh Dickinson","NEC",542250,"2022-23"
"Fla. Atlantic","C-USA",542254,"2022-23"
"Florida","SEC",542261,"2022-23"
"Florida A&M","SWAC",542252,"2022-23"
"Florida St.","ACC",542258,"2022-23"
"Fordham","Atlantic 10",542263,"2022-23"
"Fresno St.","Mountain West",542142,"2022-23"
"Furman","SoCon",542265,"2022-23"
"Ga. Southern","Sun Belt",542275,"2022-23"
"Gardner-Webb","Big South",542778,"2022-23"
"George Mason","Atlantic 10",542267,"2022-23"
"George Washington","Atlantic 10",542270,"2022-23"
"Georgetown","Big East",542272,"2022-23"
"Georgia","SEC",542280,"2022-23"
"Georgia St.","Sun Belt",542277,"2022-23"
"Georgia Tech","ACC",542279,"2022-23"
"Gonzaga","WCC",542282,"2022-23"
"Grambling","SWAC",542284,"2022-23"
"Grand Canyon","WAC",542780,"2022-23"
"Green Bay","Horizon",542755,"2022-23"
"Hampton","CAA",542286,"2022-23"
"Hartford","America East",542288,"2022-23"
"Harvard","Ivy League",542291,"2022-23"
"Hawaii","Big West",542293,"2022-23"
"High Point","Big South",542805,"2022-23"
"Hofstra","CAA",542295,"2022-23"
"Holy Cross","Patriot",542297,"2022-23"
"Houston","AAC",542302,"2022-23"
"Houston Christian","Southland",542300,"2022-23"
"Howard","MEAC",542303,"2022-23"
"IUPUI","Horizon",542790,"2022-23"
"Idaho","Big Sky",542306,"2022-23"
"Idaho St.","Big Sky",542304,"2022-23"
"Illinois","Big Ten",542310,"2022-23"
"Illinois St.","MVC",542308,"2022-23"
"Indiana","Big Ten",542315,"2022-23"
"Indiana St.","MVC",542313,"2022-23"
"Iona","MAAC",542320,"2022-23"
"Iowa","Big Ten",542324,"2022-23"
"Iowa St.","Big 12",542322,"2022-23"
"Jackson St.","SWAC",542326,"2022-23"
"Jacksonville","ASUN",542330,"2022-23"
"Jacksonville St.","ASUN",542328,"2022-23"
"James Madison","Sun Belt",542332,"2022-23"
"Kansas","Big 12",542336,"2022-23"
"Kansas City","Summit League",542792,"2022-23"
"Kansas St.","Big 12",542334,"2022-23"
"Kennesaw St.","ASUN",542782,"2022-23"
"Kent St.","MAC",542338,"2022-23"
"Kentucky","SEC",542340,"2022-23"
"LIU","NEC",542353,"2022-23"
"LMU (CA)","WCC",542367,"2022-23"
"LSU","SEC",542358,"2022-23"
"La Salle","Atlantic 10",542343,"2022-23"
"Lafayette","Patriot",542345,"2022-23"
"Lamar University","WAC",542347,"2022-23"
"Lehigh","Patriot",542348,"2022-23"
"Liberty","ASUN",542351,"2022-23"
"Lindenwood","OVC",543536,"2022-23"
"Lipscomb","ASUN",542809,"2022-23"
"Little Rock","OVC",542094,"2022-23"
"Long Beach St.","Big West",542146,"2022-23"
"Longwood","Big South",542355,"2022-23"
"Louisiana","Sun Belt",542647,"2022-23"
"Louisiana Tech","C-USA",542360,"2022-23"
"Louisville","ACC",542362,"2022-23"
"Loyola Chicago","Atlantic 10",542369,"2022-23"
"Loyola Maryland","Patriot",542365,"2022-23"
"Maine","America East",542371,"2022-23"
"Manhattan","MAAC",542373,"2022-23"
"Marist","MAAC",542375,"2022-23"
"Marquette","Big East",542378,"2022-23"
"Marshall","Sun Belt",542380,"2022-23"
"Maryland","Big Ten",542384,"2022-23"
"Massachusetts","Atlantic 10",542389,"2022-23"
"McNeese","Southland",542392,"2022-23"
"Memphis","AAC",542394,"2022-23"
"Mercer","SoCon",542396,"2022-23"
"Merrimack","NEC",542817,"2022-23"
"Miami (FL)","ACC",542401,"2022-23"
"Miami (OH)","MAC",542399,"2022-23"
"Michigan","Big Ten",542405,"2022-23"
"Michigan St.","Big Ten",542403,"2022-23"
"Middle Tenn.","C-USA",542408,"2022-23"
"Milwaukee","Horizon",542760,"2022-23"
"Minnesota","Big Ten",542409,"2022-23"
"Mississippi St.","SEC",542412,"2022-23"
"Mississippi Val.","SWAC",542415,"2022-23"
"Missouri","SEC",542421,"2022-23"
"Missouri St.","MVC",542643,"2022-23"
"Monmouth","CAA",542423,"2022-23"
"Montana","Big Sky",542428,"2022-23"
"Montana St.","Big Sky",542426,"2022-23"
"Morehead St.","OVC",542430,"2022-23"
"Morgan St.","MEAC",542432,"2022-23"
"Mount St. Mary's","MAAC",542435,"2022-23"
"Murray St.","MVC",542437,"2022-23"
"N.C. A&T","CAA",542472,"2022-23"
"N.C. Central","MEAC",542474,"2022-23"
"NC State","ACC",542476,"2022-23"
"NIU","MAC",542493,"2022-23"
"NJIT","America East",542459,"2022-23"
"Navy","Patriot",542706,"2022-23"
"Nebraska","Big Ten",542450,"2022-23"
"Nevada","Mountain West",542455,"2022-23"
"New Hampshire","America East",542458,"2022-23"
"New Mexico","Mountain West",542463,"2022-23"
"New Mexico St.","WAC",542461,"2022-23"
"New Orleans","Southland",542464,"2022-23"
"Niagara","MAAC",542466,"2022-23"
"Nicholls","Southland",542468,"2022-23"
"Norfolk St.","MEAC",542470,"2022-23"
"North Ala.","ASUN",542057,"2022-23"
"North Carolina","ACC",542441,"2022-23"
"North Dakota","Summit League",542480,"2022-23"
"North Dakota St.","Summit League",542478,"2022-23"
"North Florida","ASUN",542794,"2022-23"
"North Texas","C-USA",542482,"2022-23"
"Northeastern","CAA",542486,"2022-23"
"Northern Ariz.","Big Sky",542488,"2022-23"
"Northern Colo.","Big Sky",542490,"2022-23"
"Northern Ky.","Horizon",542497,"2022-23"
"Northwestern","Big Ten",542500,"2022-23"
"Northwestern St.","Southland",542498,"2022-23"
"Notre Dame","ACC",542503,"2022-23"
"Oakland","Horizon",542506,"2022-23"
"Ohio","MAC",542510,"2022-23"
"Ohio St.","Big Ten",542508,"2022-23"
"Oklahoma","Big 12",542514,"2022-23"
"Oklahoma St.","Big 12",542512,"2022-23"
"Old Dominion","Sun Belt",542516,"2022-23"
"Ole Miss","SEC",542418,"2022-23"
"Omaha","Summit League",542452,"2022-23"
"Oral Roberts","Summit League",542518,"2022-23"
"Oregon","Pac-12",542522,"2022-23"
"Oregon St.","Pac-12",542520,"2022-23"
"Pacific","WCC",542525,"2022-23"
"Penn","Ivy League",542531,"2022-23"
"Penn St.","Big Ten",542528,"2022-23"
"Pepperdine","WCC",542533,"2022-23"
"Pittsburgh","ACC",542536,"2022-23"
"Portland","WCC",542540,"2022-23"
"Portland St.","Big Sky",542538,"2022-23"
"Prairie View","SWAC",542543,"2022-23"
"Presbyterian","Big South",542784,"2022-23"
"Princeton","Ivy League",542546,"2022-23"
"Providence","Big East",542548,"2022-23"
"Purdue","Big Ten",542551,"2022-23"
"Purdue Fort Wayne","Horizon",542318,"2022-23"
"Queens (NC)","ASUN",543491,"2022-23"
"Quinnipiac","MAAC",542553,"2022-23"
"Radford","Big South",542555,"2022-23"
"Rhode Island","Atlantic 10",542557,"2022-23"
"Rice","C-USA",542559,"2022-23"
"Richmond","Atlantic 10",542561,"2022-23"
"Rider","MAAC",542562,"2022-23"
"Robert Morris","Horizon",542565,"2022-23"
"Rutgers","Big Ten",542567,"2022-23"
"SFA","WAC",542651,"2022-23"
"SIUE","OVC",542633,"2022-23"
"SMU","AAC",542634,"2022-23"
"Sacramento St.","Big Sky",542149,"2022-23"
"Sacred Heart","NEC",542568,"2022-23"
"Saint Francis (PA)","NEC",542574,"2022-23"
"Saint Joseph's","Atlantic 10",542578,"2022-23"
"Saint Louis","Atlantic 10",542580,"2022-23"
"Saint Mary's (CA)","WCC",542583,"2022-23"
"Saint Peter's","MAAC",542585,"2022-23"
"Sam Houston","Southland",542587,"2022-23"
"Samford","SoCon",542589,"2022-23"
"San Diego","WCC",542593,"2022-23"
"San Diego St.","Mountain West",542590,"2022-23"
"San Francisco","WCC",542594,"2022-23"
"San Jose St.","Mountain West",542596,"2022-23"
"Santa Clara","WCC",542599,"2022-23"
"Seattle U","WAC",542786,"2022-23"
"Seton Hall","Big East",542602,"2022-23"
"Siena","MAAC",542604,"2022-23"
"South Alabama","Sun Belt",542607,"2022-23"
"South Carolina","SEC",542612,"2022-23"
"South Carolina St.","MEAC",542610,"2022-23"
"South Dakota","Summit League",542618,"2022-23"
"South Dakota St.","Summit League",542615,"2022-23"
"South Fla.","AAC",542621,"2022-23"
"Southeast Mo. St.","OVC",542624,"2022-23"
"Southeastern La.","Southland",542626,"2022-23"
"Southern California","Pac-12",542628,"2022-23"
"Southern Ill.","MVC",542630,"2022-23"
"Southern Ind.","OVC",543608,"2022-23"
"Southern Miss.","Sun Belt",542637,"2022-23"
"Southern U.","SWAC",542639,"2022-23"
"Southern Utah","WAC",542641,"2022-23"
"St. Bonaventure","Atlantic 10",542570,"2022-23"
"St. Francis Brooklyn","NEC",542572,"2022-23"
"St. John's (NY)","Big East",542576,"2022-23"
"St. Thomas (MN)","Summit League",542236,"2022-23"
"Stanford","Pac-12",542649,"2022-23"
"Stetson","ASUN",542653,"2022-23"
"Stonehill","NEC",543609,"2022-23"
"Stony Brook","America East",542655,"2022-23"
"Syracuse","ACC",542657,"2022-23"
"TCU","Big 12",542672,"2022-23"
"Tarleton St.","WAC",542050,"2022-23"
"Temple","AAC",542659,"2022-23"
"Tennessee","SEC",542666,"2022-23"
"Tennessee St.","OVC",542661,"2022-23"
"Tennessee Tech","OVC",542663,"2022-23"
"Tex. A&M-Commerce","Southland",543645,"2022-23"
"Texas","Big 12",542680,"2022-23"
"Texas A&M","SEC",542669,"2022-23"
"Texas Southern","SWAC",542674,"2022-23"
"Texas St.","Sun Belt",542645,"2022-23"
"Texas Tech","Big 12",542676,"2022-23"
"Toledo","MAC",542686,"2022-23"
"Towson","CAA",542689,"2022-23"
"Troy","Sun Belt",542691,"2022-23"
"Tulane","AAC",542692,"2022-23"
"Tulsa","AAC",542699,"2022-23"
"UAB","C-USA",542072,"2022-23"
"UAlbany","America East",542075,"2022-23"
"UC Davis","Big West",542156,"2022-23"
"UC Irvine","Big West",542158,"2022-23"
"UC Riverside","Big West",542163,"2022-23"
"UC San Diego","Big West",542819,"2022-23"
"UC Santa Barbara","Big West",542151,"2022-23"
"UCF","AAC",542169,"2022-23"
"UCLA","Pac-12",542160,"2022-23"
"UConn","Big East",542194,"2022-23"
"UIC","MVC",542312,"2022-23"
"UIW","Southland",542796,"2022-23"
"ULM","Sun Belt",542484,"2022-23"
"UMBC","America East",542382,"2022-23"
"UMES","MEAC",542386,"2022-23"
"UMass Lowell","America East",542364,"2022-23"
"UNC Asheville","Big South",542439,"2022-23"
"UNC Greensboro","SoCon",542446,"2022-23"
"UNCW","CAA",542448,"2022-23"
"UNI","MVC",542495,"2022-23"
"UNLV","Mountain West",542453,"2022-23"
"USC Upstate","Big South",542801,"2022-23"
"UT Arlington","WAC",542678,"2022-23"
"UT Martin","OVC",542668,"2022-23"
"UTEP","C-USA",542683,"2022-23"
"UTRGV","WAC",542527,"2022-23"
"UTSA","C-USA",542684,"2022-23"
"Utah","Pac-12",542710,"2022-23"
"Utah St.","Mountain West",542708,"2022-23"
"Utah Tech","WAC",542695,"2022-23"
"Utah Valley","WAC",542814,"2022-23"
"VCU","Atlantic 10",542721,"2022-23"
"Valparaiso","MVC",542712,"2022-23"
"Vanderbilt","SEC",542715,"2022-23"
"Vermont","America East",542717,"2022-23"
"Villanova","Big East",542719,"2022-23"
"Virginia","ACC",542725,"2022-23"
"Virginia Tech","ACC",542723,"2022-23"
"Wagner","NEC",542727,"2022-23"
"Wake Forest","ACC",542729,"2022-23"
"Washington","Pac-12",542733,"2022-23"
"Washington St.","Pac-12",542731,"2022-23"
"Weber St.","Big Sky",542736,"2022-23"
"West Virginia","Big 12",542738,"2022-23"
"Western Caro.","SoCon",542740,"2022-23"
"Western Ill.","Summit League",542742,"2022-23"
"Western Ky.","C-USA",542745,"2022-23"
"Western Mich.","MAC",542747,"2022-23"
"Wichita St.","AAC",542748,"2022-23"
"William & Mary","CAA",542750,"2022-23"
"Winthrop","Big South",542752,"2022-23"
"Wisconsin","Big Ten",542757,"2022-23"
"Wofford","SoCon",542799,"2022-23"
"Wright St.","Horizon",542762,"2022-23"
"Wyoming","Mountain West",542764,"2022-23"
"Xavier","Big East",542766,"2022-23"
"Yale","Ivy League",542768,"2022-23"
"Youngstown St.","Horizon",542770,"2022-23"
"A&M-Corpus Christi","Southland",560556,"2023-24"
"Abilene Christian","WAC",560574,"2023-24"
"Air Force","MWC",561175,"2023-24"
"Akron","MAC",560576,"2023-24"
"Alabama","SEC",560582,"2023-24"
"Alabama A&M","SWAC",560578,"2023-24"
"Alabama St.","SWAC",560580,"2023-24"
"Alcorn","SWAC",560588,"2023-24"
"American","Patriot",560590,"2023-24"
"App State","Sun Belt",560592,"2023-24"
"Arizona","Pac-12",560595,"2023-24"
"Arizona St.","Pac-12",560594,"2023-24"
"Ark.-Pine Bluff","SWAC",561256,"2023-24"
"Arkansas","SEC",560599,"2023-24"
"Arkansas St.","Sun Belt",560597,"2023-24"
"Army West Point","Patriot",561177,"2023-24"
"Auburn","SEC",560603,"2023-24"
"Austin Peay","ASUN",560605,"2023-24"
"BYU","Big 12",560627,"2023-24"
"Ball St.","MAC",560607,"2023-24"
"Baylor","Big 12",560611,"2023-24"
"Bellarmine","ASUN",561171,"2023-24"
"Belmont","MVC",560553,"2023-24"
"Bethune-Cookman","SWAC",560613,"2023-24"
"Binghamton","America East",560615,"2023-24"
"Boise St.","MWC",560617,"2023-24"
"Boston College","ACC",560619,"2023-24"
"Boston U.","Patriot",560621,"2023-24"
"Bowling Green","MAC",560623,"2023-24"
"Bradley","MVC",560625,"2023-24"
"Brown","Ivy League",560629,"2023-24"
"Bryant","America East",560630,"2023-24"
"Bucknell","Patriot",560634,"2023-24"
"Buffalo","MAC",560636,"2023-24"
"Butler","Big East",560638,"2023-24"
"CSU Bakersfield","WAC",560642,"2023-24"
"CSUN","Big West",560650,"2023-24"
"Cal Poly","Big West",560640,"2023-24"
"Cal St. Fullerton","Big West",560645,"2023-24"
"California","Pac-12",560656,"2023-24"
"California Baptist","WAC",560570,"2023-24"
"Campbell","CAA",560665,"2023-24"
"Canisius","MAAC",560668,"2023-24"
"Central Ark.","ASUN",561240,"2023-24"
"Central Conn. St.","NEC",560670,"2023-24"
"Central Mich.","MAC",560673,"2023-24"
"Charleston So.","Big South",560609,"2023-24"
"Charlotte","AAC",560928,"2023-24"
"Chattanooga","SoCon",561140,"2023-24"
"Cincinnati","Big 12",560677,"2023-24"
"Clemson","ACC",560679,"2023-24"
"Cleveland St.","Horizon",560681,"2023-24"
"Coastal Carolina","Sun Belt",560684,"2023-24"
"Col. of Charleston","CAA",561242,"2023-24"
"Colgate","Patriot",560686,"2023-24"
"Colorado","Pac-12",560690,"2023-24"
"Colorado St.","MWC",560688,"2023-24"
"Columbia","Ivy League",560692,"2023-24"
"Coppin St.","MEAC",560697,"2023-24"
"Cornell","Ivy League",560698,"2023-24"
"Creighton","Big East",560701,"2023-24"
"Dartmouth","Ivy League",560703,"2023-24"
"Davidson","Atlantic 10",560706,"2023-24"
"Dayton","Atlantic 10",560708,"2023-24"
"DePaul","Big East",560710,"2023-24"
"Delaware","CAA",560715,"2023-24"
"Delaware St.","MEAC",560713,"2023-24"
"Denver","Summit League",560717,"2023-24"
"Detroit Mercy","Horizon",560719,"2023-24"
"Drake","MVC",560720,"2023-24"
"Drexel","CAA",560722,"2023-24"
"Duke","ACC",560724,"2023-24"
"Duquesne","Atlantic 10",560725,"2023-24"
"ETSU","SoCon",560730,"2023-24"
"East Carolina","AAC",560728,"2023-24"
"Eastern Ill.","OVC",560732,"2023-24"
"Eastern Ky.","ASUN",560737,"2023-24"
"Eastern Mich.","MAC",560739,"2023-24"
"Eastern Wash.","Big Sky",560741,"2023-24"
"Elon","CAA",561244,"2023-24"
"Evansville","MVC",560743,"2023-24"
"FGCU","ASUN",560561,"2023-24"
"FIU","C-USA",560753,"2023-24"
"Fairfield","MAAC",560745,"2023-24"
"Fairleigh Dickinson","NEC",560748,"2023-24"
"Fla. Atlantic","AAC",560751,"2023-24"
"Florida","SEC",560757,"2023-24"
"Florida A&M","SWAC",560749,"2023-24"
"Florida St.","ACC",560754,"2023-24"
"Fordham","Atlantic 10",560759,"2023-24"
"Fresno St.","MWC",560644,"2023-24"
"Furman","SoCon",560760,"2023-24"
"Ga. Southern","Sun Belt",560768,"2023-24"
"Gardner-Webb","Big South",561246,"2023-24"
"George Mason","Atlantic 10",560762,"2023-24"
"George Washington","Atlantic 10",560764,"2023-24"
"Georgetown","Big East",560766,"2023-24"
"Georgia","SEC",560774,"2023-24"
"Georgia St.","Sun Belt",560770,"2023-24"
"Georgia Tech","ACC",560771,"2023-24"
"Gonzaga","WCC",560776,"2023-24"
"Grambling","SWAC",560778,"2023-24"
"Grand Canyon","WAC",561248,"2023-24"
"Green Bay","Horizon",561225,"2023-24"
"Hampton","CAA",560779,"2023-24"
"Harvard","Ivy League",560784,"2023-24"
"Hawaii","Big West",560786,"2023-24"
"High Point","Big South",560554,"2023-24"
"Hofstra","CAA",560788,"2023-24"
"Holy Cross","Patriot",560790,"2023-24"
"Houston","Big 12",560794,"2023-24"
"Houston Christian","Southland",560793,"2023-24"
"Howard","MEAC",560797,"2023-24"
"IUPUI","Horizon",561257,"2023-24"
"Idaho","Big Sky",560801,"2023-24"
"Idaho St.","Big Sky",560799,"2023-24"
"Illinois","Big Ten",560805,"2023-24"
"Illinois St.","MVC",560803,"2023-24"
"Indiana","Big Ten",560811,"2023-24"
"Indiana St.","MVC",560809,"2023-24"
"Iona","MAAC",560814,"2023-24"
"Iowa","Big Ten",560818,"2023-24"
"Iowa St.","Big 12",560816,"2023-24"
"Jackson St.","SWAC",560821,"2023-24"
"Jacksonville","ASUN",560825,"2023-24"
"Jacksonville St.","C-USA",560823,"2023-24"
"James Madison","Sun Belt",560827,"2023-24"
"Kansas","Big 12",560831,"2023-24"
"Kansas City","WAC",560547,"2023-24"
"Kansas St.","Big 12",560829,"2023-24"
"Kennesaw St.","ASUN",561250,"2023-24"
"Kent St.","MAC",560833,"2023-24"
"Kentucky","SEC",560835,"2023-24"
"LIU","NEC",560846,"2023-24"
"LMU (CA)","WCC",560860,"2023-24"
"LSU","SEC",560850,"2023-24"
"La Salle","Atlantic 10",560837,"2023-24"
"Lafayette","Patriot",560839,"2023-24"
"Lamar University","WAC",560841,"2023-24"
"Le Moyne","NEC",561728,"2023-24"
"Lehigh","Patriot",560842,"2023-24"
"Liberty","C-USA",560844,"2023-24"
"Lindenwood","OVC",561261,"2023-24"
"Lipscomb","ASUN",560559,"2023-24"
"Little Rock","OVC",560601,"2023-24"
"Long Beach St.","Big West",560648,"2023-24"
"Longwood","Big South",560848,"2023-24"
"Louisiana","Sun Belt",561120,"2023-24"
"Louisiana Tech","C-USA",560852,"2023-24"
"Louisville","ACC",560854,"2023-24"
"Loyola Chicago","Atlantic 10",560862,"2023-24"
"Loyola Maryland","Patriot",560858,"2023-24"
"Maine","America East",560864,"2023-24"
"Manhattan","MAAC",560866,"2023-24"
"Marist","MAAC",560868,"2023-24"
"Marquette","Big East",560870,"2023-24"
"Marshall","Sun Belt",560872,"2023-24"
"Maryland","Big Ten",560876,"2023-24"
"Massachusetts","Atlantic 10",560880,"2023-24"
"McNeese","Southland",560882,"2023-24"
"Memphis","AAC",560884,"2023-24"
"Mercer","SoCon",560886,"2023-24"
"Merrimack","NEC",560564,"2023-24"
"Miami (FL)","ACC",560890,"2023-24"
"Miami (OH)","MAC",560888,"2023-24"
"Michigan","Big Ten",560896,"2023-24"
"Michigan St.","Big Ten",560894,"2023-24"
"Middle Tenn.","C-USA",560898,"2023-24"
"Milwaukee","Horizon",561229,"2023-24"
"Minnesota","Big Ten",560900,"2023-24"
"Mississippi St.","SEC",560902,"2023-24"
"Mississippi Val.","SWAC",560904,"2023-24"
"Missouri","SEC",560907,"2023-24"
"Missouri St.","MVC",561116,"2023-24"
"Monmouth","CAA",560910,"2023-24"
"Montana","Big Sky",560914,"2023-24"
"Montana St.","Big Sky",560912,"2023-24"
"Morehead St.","OVC",560916,"2023-24"
"Morgan St.","MEAC",560918,"2023-24"
"Mount St. Mary's","MAAC",560921,"2023-24"
"Murray St.","MVC",560923,"2023-24"
"N.C. A&T","CAA",560959,"2023-24"
"N.C. Central","MEAC",560960,"2023-24"
"NC State","ACC",560962,"2023-24"
"NIU","MAC",560979,"2023-24"
"NJIT","ASUN",560944,"2023-24"
"Navy","Patriot",561180,"2023-24"
"Nebraska","Big Ten",560934,"2023-24"
"Nevada","MWC",560940,"2023-24"
"New Hampshire","America East",560942,"2023-24"
"New Mexico","MWC",560948,"2023-24"
"New Mexico St.","C-USA",560946,"2023-24"
"New Orleans","Southland",560950,"2023-24"
"Niagara","MAAC",560952,"2023-24"
"Nicholls","Southland",560954,"2023-24"
"Norfolk St.","MEAC",560957,"2023-24"
"North Ala.","ASUN",560572,"2023-24"
"North Carolina","ACC",560927,"2023-24"
"North Dakota","Summit League",560967,"2023-24"
"North Dakota St.","Summit League",560965,"2023-24"
"North Florida","ASUN",560548,"2023-24"
"North Texas","AAC",560969,"2023-24"
"Northeastern","CAA",560973,"2023-24"
"Northern Ariz.","Big Sky",560975,"2023-24"
"Northern Colo.","Big Sky",560977,"2023-24"
"Northern Ky.","Horizon",560984,"2023-24"
"Northwestern","Big Ten",560987,"2023-24"
"Northwestern St.","Southland",560986,"2023-24"
"Notre Dame","ACC",560990,"2023-24"
"Oakland","Horizon",560991,"2023-24"
"Ohio","MAC",560996,"2023-24"
"Ohio St.","Big Ten",560993,"2023-24"
"Oklahoma","Big 12",560999,"2023-24"
"Oklahoma St.","Big 12",560997,"2023-24"
"Old Dominion","Sun Belt",561001,"2023-24"
"Ole Miss","SEC",560906,"2023-24"
"Omaha","Summit League",560936,"2023-24"
"Oral Roberts","Summit League",561003,"2023-24"
"Oregon","Pac-12",561007,"2023-24"
"Oregon St.","Pac-12",561005,"2023-24"
"Pacific","WCC",561009,"2023-24"
"Penn","Ivy League",561015,"2023-24"
"Penn St.","Big Ten",561013,"2023-24"
"Pepperdine","WCC",561017,"2023-24"
"Pittsburgh","ACC",561019,"2023-24"
"Portland","WCC",561023,"2023-24"
"Portland St.","Big Sky",561021,"2023-24"
"Prairie View","SWAC",561025,"2023-24"
"Presbyterian","Big South",561252,"2023-24"
"Princeton","Ivy League",561027,"2023-24"
"Providence","Big East",561030,"2023-24"
"Purdue","Big Ten",561032,"2023-24"
"Purdue Fort Wayne","Summit League",560812,"2023-24"
"Queens (NC)","ASUN",561260,"2023-24"
"Quinnipiac","MAAC",561034,"2023-24"
"Radford","Big South",561037,"2023-24"
"Rhode Island","Atlantic 10",561039,"2023-24"
"Rice","AAC",561041,"2023-24"
"Richmond","Atlantic 10",561043,"2023-24"
"Rider","MAAC",561045,"2023-24"
"Robert Morris","NEC",561046,"2023-24"
"Rutgers","Big Ten",561048,"2023-24"
"SFA","WAC",561125,"2023-24"
"SIUE","OVC",561105,"2023-24"
"SMU","AAC",561107,"2023-24"
"Sacramento St.","Big Sky",560652,"2023-24"
"Sacred Heart","NEC",561051,"2023-24"
"Saint Francis (PA)","NEC",561057,"2023-24"
"Saint Joseph's","Atlantic 10",561060,"2023-24"
"Saint Louis","Atlantic 10",561062,"2023-24"
"Saint Mary's (CA)","WCC",561064,"2023-24"
"Saint Peter's","MAAC",561065,"2023-24"
"Sam Houston","C-USA",561066,"2023-24"
"Samford","SoCon",561068,"2023-24"
"San Diego","WCC",561071,"2023-24"
"San Diego St.","MWC",561070,"2023-24"
"San Francisco","WCC",561073,"2023-24"
"San Jose St.","MWC",561075,"2023-24"
"Santa Clara","WCC",561076,"2023-24"
"Seattle U","WAC",561254,"2023-24"
"Seton Hall","Big East",561079,"2023-24"
"Siena","MAAC",561081,"2023-24"
"South Alabama","Sun Belt",561083,"2023-24"
"South Carolina","SEC",561087,"2023-24"
"South Carolina St.","MEAC",561085,"2023-24"
"South Dakota","Summit League",561093,"2023-24"
"South Dakota St.","Summit League",561089,"2023-24"
"South Fla.","AAC",561095,"2023-24"
"Southeast Mo. St.","OVC",561097,"2023-24"
"Southeastern La.","Southland",561099,"2023-24"
"Southern California","Pac-12",561101,"2023-24"
"Southern Ill.","MVC",561103,"2023-24"
"Southern Ind.","OVC",561263,"2023-24"
"Southern Miss.","Sun Belt",561109,"2023-24"
"Southern U.","SWAC",561111,"2023-24"
"Southern Utah","WAC",561114,"2023-24"
"St. Bonaventure","Atlantic 10",561053,"2023-24"
"St. John's (NY)","Big East",561058,"2023-24"
"St. Thomas (MN)","Summit League",560734,"2023-24"
"Stanford","Pac-12",561123,"2023-24"
"Stetson","ASUN",561128,"2023-24"
"Stonehill","NEC",561266,"2023-24"
"Stony Brook","America East",561130,"2023-24"
"Syracuse","ACC",561132,"2023-24"
"TCU","Big 12",561148,"2023-24"
"Tarleton St.","WAC",560568,"2023-24"
"Temple","AAC",561135,"2023-24"
"Tennessee","SEC",561142,"2023-24"
"Tennessee St.","OVC",561137,"2023-24"
"Tennessee Tech","OVC",561138,"2023-24"
"Texas","Big 12",561155,"2023-24"
"Texas A&M","SEC",561146,"2023-24"
"Texas Southern","SWAC",561149,"2023-24"
"Texas St.","Sun Belt",561118,"2023-24"
"Texas Tech","Big 12",561151,"2023-24"
"Toledo","MAC",561161,"2023-24"
"Towson","CAA",561163,"2023-24"
"Troy","Sun Belt",561165,"2023-24"
"Tulane","AAC",561167,"2023-24"
"Tulsa","AAC",561173,"2023-24"
"UAB","AAC",560584,"2023-24"
"UAlbany","America East",560586,"2023-24"
"UC Davis","Big West",560657,"2023-24"
"UC Irvine","Big West",560660,"2023-24"
"UC Riverside","Big West",560663,"2023-24"
"UC San Diego","Big West",560566,"2023-24"
"UC Santa Barbara","Big West",560653,"2023-24"
"UCF","Big 12",560671,"2023-24"
"UCLA","Pac-12",560661,"2023-24"
"UConn","AAC",560694,"2023-24"
"UIC","MVC",560807,"2023-24"
"UIW","Southland",560549,"2023-24"
"ULM","Sun Belt",560971,"2023-24"
"UMBC","America East",560874,"2023-24"
"UMES","MEAC",560878,"2023-24"
"UMass Lowell","America East",560856,"2023-24"
"UNC Asheville","Big South",560925,"2023-24"
"UNC Greensboro","SoCon",560930,"2023-24"
"UNCW","CAA",560932,"2023-24"
"UNI","MVC",560982,"2023-24"
"UNLV","MWC",560938,"2023-24"
"USC Upstate","Big South",560551,"2023-24"
"UT Arlington","WAC",561153,"2023-24"
"UT Martin","OVC",561144,"2023-24"
"UTEP","C-USA",561157,"2023-24"
"UTRGV","WAC",561011,"2023-24"
"UTSA","AAC",561159,"2023-24"
"Utah","Pac-12",561183,"2023-24"
"Utah St.","MWC",561181,"2023-24"
"Utah Tech","WAC",561169,"2023-24"
"Utah Valley","WAC",560563,"2023-24"
"VCU","Atlantic 10",561193,"2023-24"
"Valparaiso","MVC",561185,"2023-24"
"Vanderbilt","SEC",561187,"2023-24"
"Vermont","America East",561189,"2023-24"
"Villanova","Big East",561191,"2023-24"
"Virginia","ACC",561198,"2023-24"
