"Team","Conference","ID","Season"
"Iona","MAAC",542147,"2022-23"
"Iowa","Big Ten",542152,"2022-23"
"Iowa St.","Big 12",542150,"2022-23"
"Jackson St.","SWAC",542154,"2022-23"
"Jacksonville","ASUN",542157,"2022-23"
"Jacksonville St.","ASUN",542155,"2022-23"
"James Madison","Sun Belt",542159,"2022-23"
"Kansas","Big 12",542162,"2022-23"
"Kansas City","WAC",541975,"2022-23"
"Kansas St.","Big 12",542161,"2022-23"
"Kennesaw St.","ASUN",541970,"2022-23"
"Kent St.","MAC",542165,"2022-23"
"Kentucky","SEC",542167,"2022-23"
"LIU","NEC",542179,"2022-23"
"LMU (CA)","WCC",542192,"2022-23"
"LSU","SEC",542183,"2022-23"
"La Salle","Atlantic 10",542170,"2022-23"
"Lafayette","Patriot",542171,"2022-23"
"Lamar University","WAC",542173,"2022-23"
"Lehigh","Patriot",542175,"2022-23"
"Liberty","ASUN",542177,"2022-23"
"Lindenwood","OVC",542986,"2022-23"
"Lipscomb","ASUN",541983,"2022-23"
"Little Rock","OVC",542001,"2022-23"
"Long Beach St.","Big West",542024,"2022-23"
"Longwood","Big South",542181,"2022-23"
"Louisiana","Sun Belt",542442,"2022-23"
"Louisiana Tech","C-USA",542185,"2022-23"
"Louisville","ACC",542187,"2022-23"
"Loyola Chicago","Atlantic 10",542193,"2022-23"
"Loyola Maryland","Patriot",542190,"2022-23"
"Maine","America East",542195,"2022-23"
"Manhattan","MAAC",542196,"2022-23"
"Marist","MAAC",542198,"2022-23"
"Marquette","Big East",542200,"2022-23"
"Marshall","Sun Belt",542202,"2022-23"
"Maryland","Big Ten",542205,"2022-23"
"Massachusetts","Atlantic 10",542209,"2022-23"
"McNeese","Southland",542210,"2022-23"
"Memphis","AAC",542211,"2022-23"
"Mercer","SoCon",542213,"2022-23"
"Merrimack","NEC",542397,"2022-23"
"Miami (FL)","ACC",542216,"2022-23"
"Miami (OH)","MAC",542214,"2022-23"
"Michigan","Big Ten",542222,"2022-23"
"Michigan St.","Big Ten",542219,"2022-23"
"Middle Tenn.","C-USA",542223,"2022-23"
"Milwaukee","Horizon",542544,"2022-23"
"Minnesota","Big Ten",542225,"2022-23"
"Mississippi St.","SEC",542227,"2022-23"
"Mississippi Val.","SWAC",542230,"2022-23"
"Missouri","SEC",542234,"2022-23"
"Missouri St.","MVC",542438,"2022-23"
"Monmouth","CAA",542235,"2022-23"
"Montana","Big Sky",542239,"2022-23"
"Montana St.","Big Sky",542237,"2022-23"
"Morehead St.","OVC",542240,"2022-23"
"Morgan St.","MEAC",542242,"2022-23"
"Mount St. Mary's","MAAC",542244,"2022-23"
"Murray St.","MVC",542246,"2022-23"
"N.C. A&T","CAA",542278,"2022-23"
"N.C. Central","MEAC",542281,"2022-23"
"NC State","ACC",542283,"2022-23"
"NIU","MAC",542298,"2022-23"
"NJIT","ASUN",542266,"2022-23"
"Navy","Patriot",542496,"2022-23"
"Nebraska","Big Ten",542257,"2022-23"
"Nevada","MWC",542262,"2022-23"
"New Hampshire","America East",542264,"2022-23"
"New Mexico","MWC",542269,"2022-23"
"New Mexico St.","WAC",542268,"2022-23"
"New Orleans","Southland",542271,"2022-23"
"Niagara","MAAC",542273,"2022-23"
"Nicholls","Southland",542274,"2022-23"
"Norfolk St.","MEAC",542276,"2022-23"
"North Ala.","ASUN",541986,"2022-23"
"North Carolina","ACC",542249,"2022-23"
"North Dakota","Summit League",542287,"2022-23"
"North Dakota St.","Summit League",542285,"2022-23"
"North Florida","ASUN",541976,"2022-23"
"North Texas","C-USA",542289,"2022-23"
"Northeastern","CAA",542292,"2022-23"
"Northern Ariz.","Big Sky",542294,"2022-23"
"Northern Colo.","Big Sky",542296,"2022-23"
"Northern Ky.","Horizon",542301,"2022-23"
"Northwestern","Big Ten",542307,"2022-23"
"Northwestern St.","Southland",542305,"2022-23"
"Notre Dame","ACC",542309,"2022-23"
"Oakland","Horizon",542311,"2022-23"
"Ohio","MAC",542316,"2022-23"
"Ohio St.","Big Ten",542314,"2022-23"
"Oklahoma","Big 12",542319,"2022-23"
"Oklahoma St.","Big 12",542317,"2022-23"
"Old Dominion","Sun Belt",542321,"2022-23"
"Ole Miss","SEC",542232,"2022-23"
"Omaha","Summit League",542259,"2022-23"
"Oral Roberts","Summit League",542323,"2022-23"
"Oregon","Pac-12",542327,"2022-23"
"Oregon St.","Pac-12",542325,"2022-23"
"Pacific","WCC",542329,"2022-23"
"Penn","Ivy League",542335,"2022-23"
"Penn St.","Big Ten",542333,"2022-23"
"Pepperdine","WCC",542337,"2022-23"
"Pittsburgh","ACC",542339,"2022-23"
"Portland","WCC",542342,"2022-23"
"Portland St.","Big Sky",542341,"2022-23"
"Prairie View","SWAC",542344,"2022-23"
"Presbyterian","Big South",541971,"2022-23"
"Princeton","Ivy League",542346,"2022-23"
"Providence","Big East",542349,"2022-23"
"Purdue","Big Ten",542350,"2022-23"
"Purdue Fort Wayne","Summit League",542145,"2022-23"
"Queens (NC)","ASUN",542941,"2022-23"
"Quinnipiac","MAAC",542352,"2022-23"
"Radford","Big South",542354,"2022-23"
"Rhode Island","Atlantic 10",542356,"2022-23"
"Rice","C-USA",542357,"2022-23"
"Richmond","Atlantic 10",542359,"2022-23"
"Rider","MAAC",542361,"2022-23"
"Robert Morris","NEC",542363,"2022-23"
"Rutgers","Big Ten",542366,"2022-23"
"SFA","WAC",542445,"2022-23"
"SIUE","OVC",542429,"2022-23"
"SMU","AAC",542431,"2022-23"
"Sacramento St.","Big Sky",542026,"2022-23"
"Sacred Heart","NEC",542368,"2022-23"
"Saint Francis (PA)","NEC",542374,"2022-23"
"Saint Joseph's","Atlantic 10",542377,"2022-23"
"Saint Louis","Atlantic 10",542379,"2022-23"
"Saint Mary's (CA)","WCC",542381,"2022-23"
"Saint Peter's","MAAC",542383,"2022-23"
"Sam Houston","WAC",542385,"2022-23"
"Samford","SoCon",542387,"2022-23"
"San Diego","WCC",542390,"2022-23"
"San Diego St.","MWC",542388,"2022-23"
"San Francisco","WCC",542391,"2022-23"
"San Jose St.","MWC",542393,"2022-23"
"Santa Clara","WCC",542407,"2022-23"
"Seattle U","WAC",541972,"2022-23"
"Seton Hall","Big East",542410,"2022-23"
"Siena","MAAC",542411,"2022-23"
"South Alabama","Sun Belt",542413,"2022-23"
"South Carolina","SEC",542416,"2022-23"
"South Carolina St.","MEAC",542414,"2022-23"
"South Dakota","Summit League",542419,"2022-23"
"South Dakota St.","Summit League",542417,"2022-23"
"South Fla.","AAC",542420,"2022-23"
"Southeast Mo. St.","OVC",542422,"2022-23"
"Southeastern La.","Southland",542424,"2022-23"
"Southern California","Pac-12",542425,"2022-23"
"Southern Ill.","MVC",542427,"2022-23"
"Southern Ind.","OVC",542773,"2022-23"
"Southern Miss.","Sun Belt",542433,"2022-23"
"Southern U.","SWAC",542434,"2022-23"
"Southern Utah","WAC",542436,"2022-23"
"St. Bonaventure","Atlantic 10",542370,"2022-23"
"St. Francis Brooklyn","NEC",542372,"2022-23"
"St. John's (NY)","Big East",542376,"2022-23"
"St. Thomas (MN)","Summit League",542406,"2022-23"
"Stanford","Pac-12",542444,"2022-23"
"Stetson","ASUN",542447,"2022-23"
"Stonehill","NEC",542774,"2022-23"
"Stony Brook","America East",542449,"2022-23"
"Syracuse","ACC",542451,"2022-23"
"TCU","Big 12",542469,"2022-23"
"Tarleton St.","WAC",542404,"2022-23"
"Temple","AAC",542454,"2022-23"
"Tennessee","SEC",542462,"2022-23"
"Tennessee St.","OVC",542456,"2022-23"
"Tennessee Tech","OVC",542457,"2022-23"
"Tex. A&M-Commerce","Southland",542631,"2022-23"
"Texas","Big 12",542477,"2022-23"
"Texas A&M","SEC",542467,"2022-23"
"Texas Southern","SWAC",542471,"2022-23"
"Texas St.","Sun Belt",542440,"2022-23"
"Texas Tech","Big 12",542473,"2022-23"
"The Citadel","SoCon",542040,"2022-23"
"Toledo","MAC",542483,"2022-23"
"Towson","CAA",542485,"2022-23"
"Troy","Sun Belt",542487,"2022-23"
"Tulane","AAC",542489,"2022-23"
"Tulsa","AAC",542491,"2022-23"
"UAB","C-USA",541992,"2022-23"
"UAlbany","America East",541993,"2022-23"
"UC Davis","Big West",542029,"2022-23"
"UC Irvine","Big West",542030,"2022-23"
"UC Riverside","Big West",542032,"2022-23"
"UC San Diego","Big West",542400,"2022-23"
"UC Santa Barbara","Big West",542027,"2022-23"
"UCF","AAC",542036,"2022-23"
"UCLA","Pac-12",542031,"2022-23"
"UConn","AAC",542048,"2022-23"
"UIC","MVC",542140,"2022-23"
"UIW","Southland",541977,"2022-23"
"ULM","Sun Belt",542290,"2022-23"
"UMBC","America East",542204,"2022-23"
"UMES","MEAC",542207,"2022-23"
"UMass Lowell","America East",542188,"2022-23"
"UNC Asheville","Big South",542248,"2022-23"
"UNC Greensboro","SoCon",542253,"2022-23"
"UNCW","CAA",542255,"2022-23"
"UNI","MVC",542299,"2022-23"
"UNLV","MWC",542260,"2022-23"
"USC Upstate","Big South",541979,"2022-23"
"UT Arlington","WAC",542475,"2022-23"
"UT Martin","OVC",542465,"2022-23"
"UTEP","C-USA",542479,"2022-23"
"UTRGV","WAC",542331,"2022-23"
"UTSA","C-USA",542481,"2022-23"
"Utah","Pac-12",542501,"2022-23"
"Utah St.","MWC",542499,"2022-23"
"Utah Tech","WAC",542402,"2022-23"
"Utah Valley","WAC",541985,"2022-23"
"VCU","Atlantic 10",542509,"2022-23"
"VMI","SoCon",542511,"2022-23"
"Valparaiso","MVC",542502,"2022-23"
"Vanderbilt","SEC",542504,"2022-23"
"Vermont","America East",542505,"2022-23"
"Villanova","Big East",542507,"2022-23"
"Virginia","ACC",542515,"2022-23"
"Virginia Tech","ACC",542513,"2022-23"
"Wagner","NEC",542517,"2022-23"
"Wake Forest","ACC",542519,"2022-23"
"Washington","Pac-12",542523,"2022-23"
"Washington St.","Pac-12",542521,"2022-23"
"Weber St.","Big Sky",542524,"2022-23"
"West Virginia","Big 12",542526,"2022-23"
"Western Caro.","SoCon",542529,"2022-23"
"Western Ill.","Summit League",542530,"2022-23"
"Western Ky.","C-USA",542532,"2022-23"
"Western Mich.","MAC",542534,"2022-23"
"Wichita St.","AAC",542535,"2022-23"
"William & Mary","CAA",542537,"2022-23"
"Winthrop","Big South",542539,"2022-23"
"Wisconsin","Big Ten",542542,"2022-23"
"Wofford","SoCon",541978,"2022-23"
"Wright St.","Horizon",542545,"2022-23"
"Wyoming","MWC",542547,"2022-23"
"Xavier","Big East",542549,"2022-23"
"Yale","Ivy League",542550,"2022-23"
"Youngstown St.","Horizon",542552,"2022-23"
"A&M-Corpus Christi","Southland",527481,"2021-22"
"Abilene Christian","WAC",527486,"2021-22"
"Air Force","MWC",527430,"2021-22"
"Akron","MAC",527487,"2021-22"
"Alabama","SEC",527490,"2021-22"
"Alabama A&M","SWAC",527488,"2021-22"
"Alabama St.","SWAC",527489,"2021-22"
"Alcorn","SWAC",527493,"2021-22"
"American","Patriot",527494,"2021-22"
"App State","Sun Belt",527495,"2021-22"
"Arizona","Pac-12",527497,"2021-22"
"Arizona St.","Pac-12",527496,"2021-22"
"Ark.-Pine Bluff","SWAC",527472,"2021-22"
"Arkansas","SEC",527499,"2021-22"
"Arkansas St.","Sun Belt",527498,"2021-22"
"Army West Point","Patriot",527431,"2021-22"
"Auburn","SEC",527501,"2021-22"
"Austin Peay","OVC",527502,"2021-22"
"BYU","WCC",527513,"2021-22"
"Ball St.","MAC",527503,"2021-22"
"Baylor","Big 12",527505,"2021-22"
"Bellarmine","ASUN",527738,"2021-22"
"Belmont","OVC",527479,"2021-22"
"Bethune-Cookman","SWAC",527506,"2021-22"
"Binghamton","America East",527507,"2021-22"
"Boise St.","MWC",527508,"2021-22"
"Boston College","ACC",527509,"2021-22"
"Boston U.","Patriot",527510,"2021-22"
"Bowling Green","MAC",527511,"2021-22"
"Bradley","MVC",527512,"2021-22"
"Brown","Ivy League",527514,"2021-22"
"Bryant","NEC",527515,"2021-22"
"Bucknell","Patriot",527516,"2021-22"
"Buffalo","MAC",527517,"2021-22"
"Butler","Big East",527518,"2021-22"
"CSU Bakersfield","WAC",527520,"2021-22"
"CSUN","Big West",527524,"2021-22"
"Cal Poly","Big West",527519,"2021-22"
"Cal St. Fullerton","Big West",527522,"2021-22"
"California","Pac-12",527527,"2021-22"
"California Baptist","WAC",527736,"2021-22"
"Campbell","Big South",527532,"2021-22"
"Canisius","MAAC",527533,"2021-22"
"Central Ark.","ASUN",527464,"2021-22"
"Central Conn. St.","NEC",527534,"2021-22"
"Central Mich.","MAC",527536,"2021-22"
"Charleston So.","Big South",527504,"2021-22"
"Charlotte","C-USA",527661,"2021-22"
"Chattanooga","SoCon",527414,"2021-22"
"Chicago St.","WAC",527537,"2021-22"
"Cincinnati","AAC",527538,"2021-22"
"Clemson","ACC",527540,"2021-22"
"Cleveland St.","Horizon",527541,"2021-22"
"Coastal Carolina","Sun Belt",527542,"2021-22"
"Col. of Charleston","CAA",527465,"2021-22"
"Colgate","Patriot",527543,"2021-22"
"Colorado","Pac-12",527545,"2021-22"
"Colorado St.","MWC",527544,"2021-22"
"Columbia","Ivy League",527546,"2021-22"
"Coppin St.","MEAC",527548,"2021-22"
"Cornell","Ivy League",527549,"2021-22"
"Creighton","Big East",527550,"2021-22"
"Dartmouth","Ivy League",527551,"2021-22"
"Davidson","Atlantic 10",527552,"2021-22"
"Dayton","Atlantic 10",527553,"2021-22"
"DePaul","Big East",527554,"2021-22"
"Delaware","CAA",527556,"2021-22"
"Delaware St.","MEAC",527555,"2021-22"
"Denver","Summit League",527557,"2021-22"
"Detroit Mercy","Horizon",527558,"2021-22"
"Drake","MVC",527559,"2021-22"
"Drexel","CAA",527560,"2021-22"
"Duke","ACC",527561,"2021-22"
"Duquesne","Atlantic 10",527562,"2021-22"
"ETSU","SoCon",527564,"2021-22"
"East Carolina","AAC",527563,"2021-22"
"Eastern Ill.","OVC",527565,"2021-22"
"Eastern Ky.","ASUN",527566,"2021-22"
"Eastern Mich.","MAC",527567,"2021-22"
"Eastern Wash.","Big Sky",527568,"2021-22"
"Elon","CAA",527466,"2021-22"
"Evansville","MVC",527569,"2021-22"
"FGCU","ASUN",527483,"2021-22"
"FIU","C-USA",527574,"2021-22"
"Fairfield","MAAC",527570,"2021-22"
"Fairleigh Dickinson","NEC",527571,"2021-22"
"Fla. Atlantic","C-USA",527573,"2021-22"
"Florida","SEC",527576,"2021-22"
"Florida A&M","SWAC",527572,"2021-22"
"Florida St.","ACC",527575,"2021-22"
"Fordham","Atlantic 10",527577,"2021-22"
"Fresno St.","MWC",527521,"2021-22"
"Furman","SoCon",527578,"2021-22"
"Ga. Southern","Sun Belt",527582,"2021-22"
"Gardner-Webb","Big South",527467,"2021-22"
"George Mason","Atlantic 10",527579,"2021-22"
"George Washington","Atlantic 10",527580,"2021-22"
"Georgetown","Big East",527581,"2021-22"
"Georgia","SEC",527585,"2021-22"
"Georgia St.","Sun Belt",527583,"2021-22"
"Georgia Tech","ACC",527584,"2021-22"
"Gonzaga","WCC",527586,"2021-22"
"Grambling","SWAC",527587,"2021-22"
"Grand Canyon","WAC",527468,"2021-22"
"Green Bay","Horizon",527456,"2021-22"
"Hampton","Big South",527588,"2021-22"
"Hartford","America East",527589,"2021-22"
"Harvard","Ivy League",527590,"2021-22"
"Hawaii","Big West",527591,"2021-22"
"High Point","Big South",527480,"2021-22"
"Hofstra","CAA",527592,"2021-22"
"Holy Cross","Patriot",527593,"2021-22"
"Houston","AAC",527595,"2021-22"
"Houston Christian","Southland",527594,"2021-22"
"Howard","MEAC",527596,"2021-22"
"IUPUI","Horizon",527473,"2021-22"
"Idaho","Big Sky",527598,"2021-22"
"Idaho St.","Big Sky",527597,"2021-22"
"Illinois","Big Ten",527600,"2021-22"
"Illinois St.","MVC",527599,"2021-22"
"Indiana","Big Ten",527603,"2021-22"
"Indiana St.","MVC",527602,"2021-22"
"Iona","MAAC",527605,"2021-22"
"Iowa","Big Ten",527607,"2021-22"
"Iowa St.","Big 12",527606,"2021-22"
"Jackson St.","SWAC",527608,"2021-22"
"Jacksonville","ASUN",527610,"2021-22"
"Jacksonville St.","ASUN",527609,"2021-22"
"James Madison","CAA",527611,"2021-22"
"Kansas","Big 12",527613,"2021-22"
"Kansas City","WAC",527474,"2021-22"
"Kansas St.","Big 12",527612,"2021-22"
"Kennesaw St.","ASUN",527469,"2021-22"
"Kent St.","MAC",527614,"2021-22"
"Kentucky","SEC",527615,"2021-22"
"LIU","NEC",527621,"2021-22"
"LMU (CA)","WCC",527628,"2021-22"
"LSU","SEC",527623,"2021-22"
"La Salle","Atlantic 10",527616,"2021-22"
"Lafayette","Patriot",527617,"2021-22"
"Lamar University","WAC",527618,"2021-22"
"Lehigh","Patriot",527619,"2021-22"
"Liberty","ASUN",527620,"2021-22"
"Lipscomb","ASUN",527482,"2021-22"
"Little Rock","Sun Belt",527500,"2021-22"
"Long Beach St.","Big West",527523,"2021-22"
"Longwood","Big South",527622,"2021-22"
"Louisiana","Sun Belt",527405,"2021-22"
"Louisiana Tech","C-USA",527624,"2021-22"
"Louisville","ACC",527625,"2021-22"
"Loyola Chicago","MVC",527629,"2021-22"
"Loyola Maryland","Patriot",527627,"2021-22"
"Maine","America East",527630,"2021-22"
"Manhattan","MAAC",527631,"2021-22"
"Marist","MAAC",527632,"2021-22"
"Marquette","Big East",527633,"2021-22"
"Marshall","C-USA",527634,"2021-22"
"Maryland","Big Ten",527636,"2021-22"
"Massachusetts","Atlantic 10",527638,"2021-22"
"McNeese","Southland",527639,"2021-22"
"Memphis","AAC",527640,"2021-22"
"Mercer","SoCon",527641,"2021-22"
"Merrimack","NEC",527737,"2021-22"
"Miami (FL)","ACC",527643,"2021-22"
"Miami (OH)","MAC",527642,"2021-22"
"Michigan","Big Ten",527645,"2021-22"
"Michigan St.","Big Ten",527644,"2021-22"
"Middle Tenn.","C-USA",527646,"2021-22"
"Milwaukee","Horizon",527458,"2021-22"
"Minnesota","Big Ten",527647,"2021-22"
"Mississippi St.","SEC",527648,"2021-22"
"Mississippi Val.","SWAC",527649,"2021-22"
"Missouri","SEC",527651,"2021-22"
"Missouri St.","MVC",527403,"2021-22"
"Monmouth","MAAC",527652,"2021-22"
"Montana","Big Sky",527654,"2021-22"
"Montana St.","Big Sky",527653,"2021-22"
"Morehead St.","OVC",527655,"2021-22"
"Morgan St.","MEAC",527656,"2021-22"
"Mount St. Mary's","NEC",527657,"2021-22"
"Murray St.","OVC",527658,"2021-22"
"N.C. A&T","Big South",527676,"2021-22"
"N.C. Central","MEAC",527677,"2021-22"
"NC State","ACC",527678,"2021-22"
"NIU","MAC",527686,"2021-22"
"NJIT","ASUN",527669,"2021-22"
"Navy","Patriot",527432,"2021-22"
"Nebraska","Big Ten",527664,"2021-22"
"Nevada","MWC",527667,"2021-22"
"New Hampshire","America East",527668,"2021-22"
"New Mexico","MWC",527671,"2021-22"
"New Mexico St.","WAC",527670,"2021-22"
"New Orleans","Southland",527672,"2021-22"
"Niagara","MAAC",527673,"2021-22"
"Nicholls","Southland",527674,"2021-22"
"Norfolk St.","MEAC",527675,"2021-22"
"North Ala.","ASUN",527485,"2021-22"
"North Carolina","ACC",527660,"2021-22"
"North Dakota","Summit League",527680,"2021-22"
"North Dakota St.","Summit League",527679,"2021-22"
"North Florida","ASUN",527475,"2021-22"
"North Texas","C-USA",527681,"2021-22"
"Northeastern","CAA",527683,"2021-22"
"Northern Ariz.","Big Sky",527684,"2021-22"
"Northern Colo.","Big Sky",527685,"2021-22"
"Northern Ky.","Horizon",527688,"2021-22"
"Northwestern","Big Ten",527690,"2021-22"
"Northwestern St.","Southland",527689,"2021-22"
"Notre Dame","ACC",527691,"2021-22"
"Oakland","Horizon",527692,"2021-22"
"Ohio","MAC",527694,"2021-22"
"Ohio St.","Big Ten",527693,"2021-22"
"Oklahoma","Big 12",527696,"2021-22"
"Oklahoma St.","Big 12",527695,"2021-22"
"Old Dominion","C-USA",527697,"2021-22"
"Ole Miss","SEC",527650,"2021-22"
"Omaha","Summit League",527665,"2021-22"
"Oral Roberts","Summit League",527698,"2021-22"
"Oregon","Pac-12",527700,"2021-22"
"Oregon St.","Pac-12",527699,"2021-22"
"Pacific","WCC",527701,"2021-22"
"Penn","Ivy League",527704,"2021-22"
"Penn St.","Big Ten",527703,"2021-22"
"Pepperdine","WCC",527705,"2021-22"
"Pittsburgh","ACC",527706,"2021-22"
"Portland","WCC",527708,"2021-22"
"Portland St.","Big Sky",527707,"2021-22"
"Prairie View","SWAC",527709,"2021-22"
"Presbyterian","Big South",527470,"2021-22"
"Princeton","Ivy League",527710,"2021-22"
"Providence","Big East",527711,"2021-22"
"Purdue","Big Ten",527712,"2021-22"
"Purdue Fort Wayne","Summit League",527604,"2021-22"
"Quinnipiac","MAAC",527713,"2021-22"
"Radford","Big South",527714,"2021-22"
"Rhode Island","Atlantic 10",527715,"2021-22"
"Rice","C-USA",527716,"2021-22"
"Richmond","Atlantic 10",527717,"2021-22"
"Rider","MAAC",527718,"2021-22"
"Robert Morris","NEC",527719,"2021-22"
"Rutgers","Big Ten",527720,"2021-22"
"SFA","WAC",527407,"2021-22"
"SIUE","OVC",527398,"2021-22"
"SMU","AAC",527399,"2021-22"
"Sacramento St.","Big Sky",527525,"2021-22"
"Sacred Heart","NEC",527721,"2021-22"
"Saint Francis (PA)","NEC",527724,"2021-22"
"Saint Joseph's","Atlantic 10",527726,"2021-22"
"Saint Louis","Atlantic 10",527727,"2021-22"
"Saint Mary's (CA)","WCC",527728,"2021-22"
"Saint Peter's","MAAC",527729,"2021-22"
"Sam Houston","WAC",527730,"2021-22"
"Samford","SoCon",527731,"2021-22"
"San Diego","WCC",527733,"2021-22"
"San Diego St.","MWC",527732,"2021-22"
"San Francisco","WCC",527734,"2021-22"
"San Jose St.","MWC",527735,"2021-22"
"Santa Clara","WCC",527385,"2021-22"
"Seattle U","WAC",527471,"2021-22"
"Seton Hall","Big East",527386,"2021-22"
"Siena","MAAC",527387,"2021-22"
"South Alabama","Sun Belt",527388,"2021-22"
"South Carolina","SEC",527390,"2021-22"
"South Carolina St.","MEAC",527389,"2021-22"
"South Dakota","Summit League",527392,"2021-22"
"South Dakota St.","Summit League",527391,"2021-22"
"South Fla.","AAC",527393,"2021-22"
"Southeast Mo. St.","OVC",527394,"2021-22"
"Southeastern La.","Southland",527395,"2021-22"
"Southern California","Pac-12",527396,"2021-22"
"Southern Ill.","MVC",527397,"2021-22"
"Southern Miss.","C-USA",527400,"2021-22"
"Southern U.","SWAC",527401,"2021-22"
"Southern Utah","Big Sky",527402,"2021-22"
"St. Bonaventure","Atlantic 10",527722,"2021-22"
"St. Francis Brooklyn","NEC",527723,"2021-22"
"St. John's (NY)","Big East",527725,"2021-22"
"St. Thomas (MN)","Summit League",528150,"2021-22"
"Stanford","Pac-12",527406,"2021-22"
"Stetson","ASUN",527408,"2021-22"
"Stony Brook","America East",527409,"2021-22"
"Syracuse","ACC",527410,"2021-22"
"TCU","Big 12",527418,"2021-22"
"Tarleton St.","WAC",527741,"2021-22"
"Temple","AAC",527411,"2021-22"
"Tennessee","SEC",527415,"2021-22"
"Tennessee St.","OVC",527412,"2021-22"
"Tennessee Tech","OVC",527413,"2021-22"
"Texas","Big 12",527422,"2021-22"
"Texas A&M","SEC",527417,"2021-22"
"Texas Southern","SWAC",527419,"2021-22"
"Texas St.","Sun Belt",527404,"2021-22"
"Texas Tech","Big 12",527420,"2021-22"
"The Citadel","SoCon",527539,"2021-22"
"Toledo","MAC",527425,"2021-22"
"Towson","CAA",527426,"2021-22"
"Troy","Sun Belt",527427,"2021-22"
"Tulane","AAC",527428,"2021-22"
"Tulsa","AAC",527429,"2021-22"
"UAB","C-USA",527491,"2021-22"
"UAlbany","America East",527492,"2021-22"
"UC Davis","Big West",527528,"2021-22"
"UC Irvine","Big West",527529,"2021-22"
"UC Riverside","Big West",527531,"2021-22"
"UC San Diego","Big West",527739,"2021-22"
"UC Santa Barbara","Big West",527526,"2021-22"
"UCF","AAC",527535,"2021-22"
"UCLA","Pac-12",527530,"2021-22"
"UConn","AAC",527547,"2021-22"
"UIC","Horizon",527601,"2021-22"
"UIW","Southland",527476,"2021-22"
"ULM","Sun Belt",527682,"2021-22"
"UMBC","America East",527635,"2021-22"
"UMES","MEAC",527637,"2021-22"
"UMass Lowell","America East",527626,"2021-22"
"UNC Asheville","Big South",527659,"2021-22"
"UNC Greensboro","SoCon",527662,"2021-22"
"UNCW","CAA",527663,"2021-22"
"UNI","MVC",527687,"2021-22"
"UNLV","MWC",527666,"2021-22"
"USC Upstate","Big South",527478,"2021-22"
"UT Arlington","Sun Belt",527421,"2021-22"
"UT Martin","OVC",527416,"2021-22"
"UTEP","C-USA",527423,"2021-22"
"UTRGV","WAC",527702,"2021-22"
"UTSA","C-USA",527424,"2021-22"
"Utah","Pac-12",527434,"2021-22"
"Utah St.","MWC",527433,"2021-22"
"Utah Tech","WAC",527740,"2021-22"
"Utah Valley","WAC",527484,"2021-22"
"VCU","Atlantic 10",527439,"2021-22"
"VMI","SoCon",527440,"2021-22"
"Valparaiso","MVC",527435,"2021-22"
"Vanderbilt","SEC",527436,"2021-22"
"Vermont","America East",527437,"2021-22"
"Villanova","Big East",527438,"2021-22"
"Virginia","ACC",527442,"2021-22"
"Virginia Tech","ACC",527441,"2021-22"
"Wagner","NEC",527443,"2021-22"
"Wake Forest","ACC",527444,"2021-22"
"Washington","Pac-12",527446,"2021-22"
"Washington St.","Pac-12",527445,"2021-22"
"Weber St.","Big Sky",527447,"2021-22"
"West Virginia","Big 12",527448,"2021-22"
"Western Caro.","SoCon",527449,"2021-22"
"Western Ill.","Summit League",527450,"2021-22"
"Western Ky.","C-USA",527451,"2021-22"
"Western Mich.","MAC",527452,"2021-22"
"Wichita St.","AAC",527453,"2021-22"
"William & Mary","CAA",527454,"2021-22"
"Winthrop","Big South",527455,"2021-22"
"Wisconsin","Big Ten",527457,"2021-22"
"Wofford","SoCon",527477,"2021-22"
"Wright St.","Horizon",527459,"2021-22"
"Wyoming","MWC",527460,"2021-22"
"Xavier","Big East",527461,"2021-22"
"Yale","Ivy League",527462,"2021-22"
"Youngstown St.","Horizon",527463,"2021-22"
"A&M-Corpus Christi","Southland",505566,"2020-21"
"Abilene Christian","Southland",505571,"2020-21"
"Air Force","MWC",505515,"2020-21"
"Akron","MAC",505572,"2020-21"
"Alabama","SEC",505575,"2020-21"
"Alabama A&M","SWAC",505573,"2020-21"
"Alabama St.","SWAC",505574,"2020-21"
"Alcorn","SWAC",505578,"2020-21"
"American","Patriot",505579,"2020-21"
"App State","Sun Belt",505580,"2020-21"
"Arizona","Pac-12",505582,"2020-21"
"Arizona St.","Pac-12",505581,"2020-21"
"Ark.-Pine Bluff","SWAC",505557,"2020-21"
"Arkansas","SEC",505584,"2020-21"
"Arkansas St.","Sun Belt",505583,"2020-21"
"Army West Point","Patriot",505516,"2020-21"
"Auburn","SEC",505586,"2020-21"
"Austin Peay","OVC",505587,"2020-21"
"BYU","WCC",505598,"2020-21"
"Ball St.","MAC",505588,"2020-21"
"Baylor","Big 12",505590,"2020-21"
"Bellarmine","ASUN",505877,"2020-21"
"Belmont","OVC",505564,"2020-21"
"Bethune-Cookman","MEAC",505591,"2020-21"
"Binghamton","America East",505592,"2020-21"
"Boise St.","MWC",505593,"2020-21"
"Boston College","ACC",505594,"2020-21"
"Boston U.","Patriot",505595,"2020-21"
"Bowling Green","MAC",505596,"2020-21"
"Bradley","MVC",505597,"2020-21"
"Brown","Ivy League",505599,"2020-21"
"Bryant","NEC",505600,"2020-21"
"Bucknell","Patriot",505601,"2020-21"
"Buffalo","MAC",505602,"2020-21"
